problem_id,candidate_id,candidate_method,generated_text,execution,structure_verification,feedback,generic_repair_feedback,lp_stats,optargus_audit,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,runtime_sec,problem_type,difficulty,reference_objective,reference_status,score,selection_score,selection_policy,uses_reference_objective_for_selection,executable_score,feasible_score,optimal_score,objective_score,objective_correct,objective_accuracy,relative_error,structure_score,semantic_consistency_score,solver_only_score,structure_only_score,formal_selection_score,method_name,selected,k
single_period_newsvendor_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_period_newsvendor_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_period_newsvendor_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.38739709998480976,single_period_newsvendor,easy,122.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_period_newsvendor_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_period_newsvendor_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_period_newsvendor_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.4227880999678746,single_period_newsvendor,easy,580.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_0000,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0000\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0000\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3861188999726437,single_item_multi_period,medium,192.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3876909000100568,single_item_multi_period,medium,876.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.39053710002917796,single_item_multi_period,medium,140.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_shortage_0000,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0000\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0000\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3843242000439204,single_item_multi_period_shortage,medium,208.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_shortage_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.38564699998823926,single_item_multi_period_shortage,medium,235.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
single_item_multi_period_shortage_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\single_item_multi_period_shortage_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3825674999970943,single_item_multi_period_shortage,medium,360.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
multi_item_capacity_0000,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0000\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0000\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.4345296999672428,multi_item_capacity,hard,745.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
multi_item_capacity_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.400797100039199,multi_item_capacity,hard,426.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
multi_item_capacity_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\multi_item_capacity_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3854789000470191,multi_item_capacity,hard,1610.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
fixed_order_cost_big_m_0000,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\fixed_order_cost_big_m_0000\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\fixed_order_cost_big_m_0000\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3840741000021808,fixed_order_cost_big_m,hard,756.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
fixed_order_cost_big_m_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\fixed_order_cost_big_m_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke_strong_baselines\\candidate_runs_k1\\fixed_order_cost_big_m_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,"- Fix Python/PuLP execution errors so the model can be built and solved.
- Add a clear optimization objective to the PuLP model.
- Add decision variables to the model.
- Add constraints that define the feasible region.
- The model appears empty or underspecified; ensure objective, variables, and constraints are all present.","{'lp_exported': False, 'objective_present': False, 'constraints_present': False, 'variables_count': 0, 'constraints_count': 0, 'binary_variables_count': 0, 'bounds_count': 0, 'bounds_present': False}","{'objective_present': False, 'variables_present': False, 'constraints_present': False, 'empty_model': True, 'objective_has_variable': False, 'bounded_variables_ratio': 0.0, 'suspicious_variable_names': [], 'suspicious_variable_name_count': 0, 'solver_error': True}",0.0,0.0,0.0,0.3707542999763973,fixed_order_cost_big_m,hard,727.0,Optimal,0.0,0.0,replenishment LP structure completeness only; no reference objective,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Structure-Only,True,1
