method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost
Structure-Only,single_item_multi_period_shortage_0002,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,360.0,360.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4567027000011876,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
Structure-Only,multi_item_capacity_0000,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,745.0,745.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4631296999868937,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
Structure-Only,multi_item_capacity_0001,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,426.0,426.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4939565999666229,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
Structure-Only,multi_item_capacity_0002,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,1610.0,1610.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.45846190000884235,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
Structure-Only,fixed_order_cost_big_m_0000,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,756.0,756.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.46633660001680255,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
Structure-Only,fixed_order_cost_big_m_0001,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,727.0,727.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47650619997875765,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
Structure-Only,fixed_order_cost_big_m_0002,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,843.0,843.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.5168645000085235,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Full,single_period_newsvendor_0000,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,111.0,111.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.48175999999511987,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,single_period_newsvendor_0001,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,122.0,122.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47235930000897497,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,single_period_newsvendor_0002,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,580.0,580.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.48911490000318736,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,single_item_multi_period_0000,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,192.0,192.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47671359998639673,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,single_item_multi_period_0001,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,876.0,876.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47620029997779056,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,single_item_multi_period_0002,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,140.0,140.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.5257129999808967,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,single_item_multi_period_shortage_0000,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,208.0,208.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47383189998799935,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,single_item_multi_period_shortage_0001,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,235.0,235.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4644185999641195,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,single_item_multi_period_shortage_0002,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,360.0,360.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4567027000011876,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Full,multi_item_capacity_0000,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,745.0,745.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4631296999868937,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,multi_item_capacity_0001,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,426.0,426.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4939565999666229,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,multi_item_capacity_0002,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,1610.0,1610.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.45846190000884235,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Full,fixed_order_cost_big_m_0000,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,756.0,756.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.46633660001680255,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Full,fixed_order_cost_big_m_0001,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,727.0,727.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47650619997875765,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Full,fixed_order_cost_big_m_0002,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,843.0,843.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.5168645000085235,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Repair,single_period_newsvendor_0000,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,111.0,111.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.48175999999511987,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,single_period_newsvendor_0001,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,122.0,122.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47235930000897497,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,single_period_newsvendor_0002,cand_4_correct,single_period_newsvendor,easy,True,True,Optimal,580.0,580.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.48911490000318736,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,single_item_multi_period_0000,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,192.0,192.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47671359998639673,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,single_item_multi_period_0001,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,876.0,876.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47620029997779056,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,single_item_multi_period_0002,cand_4_correct,single_item_multi_period,medium,True,True,Optimal,140.0,140.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.5257129999808967,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,single_item_multi_period_shortage_0000,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,208.0,208.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47383189998799935,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,single_item_multi_period_shortage_0001,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,235.0,235.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4644185999641195,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,single_item_multi_period_shortage_0002,cand_4_correct,single_item_multi_period_shortage,medium,True,True,Optimal,360.0,360.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4567027000011876,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
ReplenishVerifier-Repair,multi_item_capacity_0000,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,745.0,745.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4631296999868937,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,multi_item_capacity_0001,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,426.0,426.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.4939565999666229,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,multi_item_capacity_0002,cand_4_correct,multi_item_capacity,hard,True,True,Optimal,1610.0,1610.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.45846190000884235,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
ReplenishVerifier-Repair,fixed_order_cost_big_m_0000,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,756.0,756.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.46633660001680255,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Repair,fixed_order_cost_big_m_0001,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,727.0,727.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.47650619997875765,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
ReplenishVerifier-Repair,fixed_order_cost_big_m_0002,cand_4_correct,fixed_order_cost_big_m,hard,True,True,Optimal,843.0,843.0,1.0000000000000002,1.0,0.0,1.0,1.0,0.5168645000085235,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
