problem_id,candidate_id,candidate_method,generated_text,execution,structure_verification,feedback,runtime_sec,problem_type,difficulty,reference_objective,reference_status,score,executable_score,feasible_score,optimal_score,objective_score,objective_correct,relative_error,structure_score,semantic_consistency_score,solver_only_score,structure_only_score,method_name,selected
multi_item_capacity_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,0.41480930004036054,multi_item_capacity,hard,426.0,Optimal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Direct,True
multi_item_capacity_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,0.42034890002105385,multi_item_capacity,hard,1610.0,Optimal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Direct,True
fixed_order_cost_big_m_0000,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0000\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0000\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,0.46024129999568686,fixed_order_cost_big_m,hard,756.0,Optimal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Direct,True
fixed_order_cost_big_m_0001,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0001\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0001\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,0.41684050002368167,fixed_order_cost_big_m,hard,727.0,Optimal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Direct,True
fixed_order_cost_big_m_0002,cand_0_syntax_error,demo_syntax_error,Non-executable candidate for robustness testing.,"{'executable': False, 'status': 'Error', 'objective': None, 'lp_path': None, 'error': 'Traceback (most recent call last):\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0002\\cand_0_syntax_error\\_runner.py"", line 16, in <module>\n    spec.loader.exec_module(mod)\n    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^\n  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module\n  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code\n  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code\n  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed\n  File ""\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\fixed_order_cost_big_m_0002\\cand_0_syntax_error\\cand_0_syntax_error.py"", line 1\n    def build_model(:\n                    ^\nSyntaxError: invalid syntax\n'}",,候选代码没有成功导出 LP，因此无法执行结构验证。,0.40745360002620146,fixed_order_cost_big_m,hard,843.0,Optimal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Direct,True
single_period_newsvendor_0000,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_period_newsvendor_0000\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': False, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': ['inventory_balance'], 'structure_score': 0.6, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.600。请优先修复上述缺失结构。",0.44548190000932664,single_period_newsvendor,easy,111.0,Optimal,0.6400000000000001,1.0,1.0,1.0,0.0,0.0,1.0,0.6,0.6,0.7,0.6,Best-of-K,True
single_period_newsvendor_0001,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_period_newsvendor_0001\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': False, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': ['inventory_balance'], 'structure_score': 0.6, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.600。请优先修复上述缺失结构。",0.47471060004318133,single_period_newsvendor,easy,122.0,Optimal,0.6400000000000001,1.0,1.0,1.0,0.0,0.0,1.0,0.6,0.6,0.7,0.6,Best-of-K,True
single_period_newsvendor_0002,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_period_newsvendor_0002\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': False, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': ['inventory_balance'], 'structure_score': 0.6, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.600。请优先修复上述缺失结构。",0.47021649999078363,single_period_newsvendor,easy,580.0,Optimal,0.6400000000000001,1.0,1.0,1.0,0.0,0.0,1.0,0.6,0.6,0.7,0.6,Best-of-K,True
single_item_multi_period_0000,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_0000\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': [], 'extra_detected': [], 'structure_score': 1.0, 'messages': []}",结构验证通过：模型包含题目所需的关键库存补货结构。,0.4274442999740131,single_item_multi_period,medium,192.0,Optimal,0.7999999999999999,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,Best-of-K,True
single_item_multi_period_0001,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_0001\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': [], 'extra_detected': [], 'structure_score': 1.0, 'messages': []}",结构验证通过：模型包含题目所需的关键库存补货结构。,0.4369528999668546,single_item_multi_period,medium,876.0,Optimal,0.7999999999999999,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,Best-of-K,True
single_item_multi_period_0002,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_0002\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': [], 'extra_detected': [], 'structure_score': 1.0, 'messages': []}",结构验证通过：模型包含题目所需的关键库存补货结构。,0.4553565999958664,single_item_multi_period,medium,140.0,Optimal,0.7999999999999999,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,Best-of-K,True
single_item_multi_period_shortage_0000,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_shortage_0000\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': [], 'structure_score': 0.6666666666666666, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.667。请优先修复上述缺失结构。",0.456431100028567,single_item_multi_period_shortage,medium,208.0,Optimal,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,Best-of-K,True
single_item_multi_period_shortage_0001,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_shortage_0001\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': [], 'structure_score': 0.6666666666666666, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.667。请优先修复上述缺失结构。",0.4306182999862358,single_item_multi_period_shortage,medium,235.0,Optimal,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,Best-of-K,True
single_item_multi_period_shortage_0002,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\single_item_multi_period_shortage_0002\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': True}, 'missing': ['shortage_variable', 'shortage_cost'], 'extra_detected': [], 'structure_score': 0.6666666666666666, 'messages': ['Missing shortage/backorder variable B.', 'Missing shortage cost term.']}","结构验证发现以下问题：
- 题目允许缺货或包含缺货惩罚，但你的模型没有缺货变量。应加入 B[t] 或 B[i,t] 表示缺货/积压量。
- 你的目标函数缺少缺货惩罚项。应加入 shortage_cost * B[t]。
当前结构完整性分数为 0.667。请优先修复上述缺失结构。",0.43137389997718856,single_item_multi_period_shortage,medium,360.0,Optimal,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,Best-of-K,True
multi_item_capacity_0000,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0000\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': ['capacity_constraint'], 'extra_detected': [], 'structure_score': 0.8, 'messages': ['Missing capacity constraint.']}","结构验证发现以下问题：
- 题目包含容量限制，但你的模型没有容量约束。应加入类似 sum_i volume[i] * I[i,t] <= capacity 的约束。
当前结构完整性分数为 0.800。请优先修复上述缺失结构。",0.4533701000036672,multi_item_capacity,hard,745.0,Optimal,0.72,1.0,1.0,1.0,0.0,0.0,1.0,0.8,0.8,0.7,0.8,Best-of-K,True
multi_item_capacity_0001,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0001\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': ['capacity_constraint'], 'extra_detected': [], 'structure_score': 0.8, 'messages': ['Missing capacity constraint.']}","结构验证发现以下问题：
- 题目包含容量限制，但你的模型没有容量约束。应加入类似 sum_i volume[i] * I[i,t] <= capacity 的约束。
当前结构完整性分数为 0.800。请优先修复上述缺失结构。",0.4616519999690354,multi_item_capacity,hard,426.0,Optimal,0.72,1.0,1.0,1.0,0.0,0.0,1.0,0.8,0.8,0.7,0.8,Best-of-K,True
multi_item_capacity_0002,cand_1_remove_inventory_balance,demo_remove_inventory_balance,Executable candidate missing inventory-balance-like structure.,"{'executable': True, 'status': 'Optimal', 'objective': 0.0, 'lp_path': '\\\\wsl.localhost\\Ubuntu\\home\\dongaorui\\projects\\lunwen\\runs\\smoke\\candidate_runs\\multi_item_capacity_0002\\cand_1_remove_inventory_balance\\cand_1_remove_inventory_balance.lp', 'error': None}","{'expected': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'capacity_constraint': True, 'binary_order_variable': False, 'big_m_constraint': False, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'detected': {'order_variable': True, 'inventory_variable': True, 'shortage_variable': False, 'binary_order_variable': False, 'capacity_constraint': False, 'big_m_constraint': False, 'inventory_balance': True, 'lead_time': False, 'holding_cost': True, 'shortage_cost': False, 'fixed_order_cost': False}, 'passed': {'inventory_balance': True, 'order_variable': True, 'inventory_variable': True, 'shortage_variable': True, 'capacity_constraint': False, 'binary_order_variable': True, 'big_m_constraint': True, 'lead_time': True, 'holding_cost': True, 'shortage_cost': True, 'fixed_order_cost': True}, 'missing': ['capacity_constraint'], 'extra_detected': [], 'structure_score': 0.8, 'messages': ['Missing capacity constraint.']}","结构验证发现以下问题：
- 题目包含容量限制，但你的模型没有容量约束。应加入类似 sum_i volume[i] * I[i,t] <= capacity 的约束。
当前结构完整性分数为 0.800。请优先修复上述缺失结构。",0.4396104000043124,multi_item_capacity,hard,1610.0,Optimal,0.72,1.0,1.0,1.0,0.0,0.0,1.0,0.8,0.8,0.7,0.8,Best-of-K,True
