method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,or_r1_like_voting_score,objective_consensus_score,selection_policy,uses_reference_objective_for_selection,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost
,single_period_newsvendor_0002,cand_0_syntax_error,single_period_newsvendor,easy,False,False,Error,,580.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44929429999319836,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_period_newsvendor_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_period_newsvendor_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_period_newsvendor_0002,cand_1_remove_inventory_balance,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.46806260000448674,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_2_remove_capacity_constraint,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4489875000435859,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_3_remove_big_m_constraint,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44089859997620806,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_4_correct,single_period_newsvendor,easy,False,True,Optimal,580.0,580.0,1.0,1.0,0.0,1.0,1.0,0.8640000000000001,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4792079000035301,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_0000,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,192.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43132999999215826,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0000,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4452735999948345,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4790000999928452,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.45526920002885163,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,192.0,192.0,1.0,1.0,0.0,1.0,1.0,0.96,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4826337000122294,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,876.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4183638000395149,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0001,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4503552000387572,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44507810001960024,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4526243999716826,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,876.0,876.0,1.0,1.0,0.0,1.0,1.0,0.96,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.5070249999989755,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,140.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.42654590000165626,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0002,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4452777999686077,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44559239997761324,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44796219997806475,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,140.0,140.0,1.0,1.0,0.0,1.0,1.0,0.96,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4633258999674581,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_shortage_0000,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,208.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.46112120000179857,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0000,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.46382800000719726,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4572109999717213,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43879550002748147,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,208.0,208.0,1.0,1.0,0.0,1.0,1.0,0.96,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.46575079998001456,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_shortage_0001,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,235.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.42257490003248677,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0001,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44857710000360385,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.48826290003489703,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44292190001579,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,235.0,235.0,1.0,1.0,0.0,1.0,1.0,0.96,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4852950999629684,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_shortage_0002,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,360.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.41643340000882745,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\single_item_multi_period_shortage_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0002,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4464000000152737,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43864780000876635,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8280000000000001,0.8599999999999999,0.919,0.9624999999999999,0.75,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4561703000217676,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,360.0,360.0,1.0,1.0,0.0,1.0,1.0,0.944,0.95,0.9800000000000001,0.8875,0.25,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.49908370000775903,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,multi_item_capacity_0000,cand_0_syntax_error,multi_item_capacity,hard,False,False,Error,,745.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4503230999689549,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\multi_item_capacity_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_literature_driven\candidate_runs\multi_item_capacity_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,multi_item_capacity_0000,cand_1_remove_inventory_balance,multi_item_capacity,hard,False,True,Optimal,0.0,745.0,0.9,0.0,1.0,0.8,0.8,0.8280000000000001,0.8599999999999999,0.919,0.9249999999999999,0.5,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43508189998101443,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
